"6550"	183356
"21096"	20317
"62199"	13700
"160540"	12076
"155146"	11445
"70092"	10582
"131347"	10195
"14116"	10167
"31047"	8463
"141263"	7114
"64333"	6944
"47969"	6599
"15204"	6426
"84824"	6209
"123527"	6005
"148457"	5960
"19346"	5919
"6285"	5837
"96795"	5334
"44444"	4941
"56238"	4632
"151732"	4429
"78897"	4327
"3448"	4256
"149463"	4146
"34047"	4085
"126013"	4050
"33844"	4029
"15078"	4011
"141361"	3922
"105728"	3844
"83426"	3478
"68096"	3468
"135039"	3333
"36159"	3317
"66999"	3313
"51799"	3175
"53837"	3150
"103598"	3048
"34164"	3021
"94239"	2976
"6038"	2907
"159927"	2831
"28826"	2824
"79880"	2788
"72360"	2772
"43201"	2636
"15560"	2549
"104708"	2528
"125054"	2509
"3394"	2443
"63769"	2396
"101874"	2382
"100702"	2370
"60142"	2300
"45004"	2282
"79435"	2246
"4429"	2241
"89977"	2151
"142781"	2127
"133412"	2114
"53708"	2094
"57061"	2090
"51106"	2007
"35058"	1986
"115820"	1962
"141166"	1958
"156346"	1950
"92018"	1941
"118668"	1940
"12493"	1894
"147750"	1875
"140838"	1861
"55236"	1835
"97000"	1828
"156433"	1746
"110103"	1745
"70115"	1739
"86462"	1733
"99605"	1694
"120092"	1692
"131454"	1686
"10391"	1663
"66976"	1661
"160972"	1636
"70176"	1631
"41608"	1621
"38672"	1620
"60971"	1581
"51383"	1574
"86942"	1567
"104394"	1549
"23759"	1535
"61610"	1520
"161406"	1458
"61718"	1455
"110243"	1440
"17022"	1424
"113919"	1413
"60024"	1412
"142533"	1395
"49134"	1390
"51283"	1367
"36535"	1356
"22779"	1333
"42492"	1332
"147542"	1325
"107151"	1314
"93305"	1297
"125239"	1291
"160175"	1280
"137365"	1271
"48627"	1265
"20346"	1261
"159048"	1252
"101096"	1245
"22854"	1243
"18839"	1225
"120385"	1217
"137655"	1203
"3225"	1180
"116319"	1178
"30303"	1171
"13788"	1171
"29996"	1166
"40932"	1162
"149044"	1162
"109827"	1162
"90908"	1159
"120793"	1158
"90691"	1156
"25512"	1134
"56152"	1128
"84407"	1106
"102222"	1079
"155724"	1074
"16444"	1064
"159557"	1060
"148306"	1049
"113951"	1047
"41686"	1039
"122105"	1024
"9826"	1004
"25652"	1000
"129453"	999
"58885"	998
"45219"	996
"118997"	996
"21886"	986
"75665"	983
"26621"	981
"114894"	980
"42923"	974
"68120"	969
"157490"	964
"13946"	952
"138596"	947
"143000"	940
"65860"	920
"94292"	919
"122236"	916
"78784"	914
"101505"	902
"6862"	900
"111107"	900
"3975"	890
"32922"	885
"131116"	883
"21002"	879
"41275"	878
"110966"	874
"45485"	869
"113623"	868
"91866"	866
"111155"	866
"66268"	863
"107066"	861
"871"	857
"103660"	849
"17333"	848
"118201"	848
"120409"	847
"87116"	846
"117192"	839
"156040"	835
"124601"	834
"88261"	832
"81185"	831
"54838"	827
"106730"	817
"127544"	812
"61624"	792
"124974"	790
"86789"	787
"113868"	787
"153490"	780
"5196"	771
"80050"	769
"115337"	769
"152637"	767
"115211"	762
"84533"	756
"6773"	750
"134386"	745
"123621"	745
"40265"	742
"99815"	741
"141207"	740
"20533"	734
"142111"	732
"75088"	730
"143091"	727
"95673"	714
"134842"	710
"98750"	707
"8705"	706
"5572"	705
"40187"	703
"50115"	701
"43069"	698
"119957"	689
"151324"	687
"100156"	684
"28493"	673
"44616"	672
"140182"	671
"92041"	665
"3150"	655
"80247"	654
"44757"	652
"96399"	651
"58084"	639
"161542"	636
"49044"	634
"103883"	634
"107398"	633
"137681"	630
"161999"	628
"109141"	626
"112887"	622
"117789"	618
"38451"	617
"98936"	612
"116930"	612
"161082"	611
"46984"	609
"82788"	607
"94026"	603
"86572"	600
"24547"	599
"143908"	598
"61551"	597
"43031"	597
"78280"	595
"94552"	591
"154858"	590
"65243"	589
"98680"	586
"66017"	585
"86235"	579
"121867"	578
"107562"	575
"125503"	572
"116473"	572
"34072"	566
"30216"	566
"5393"	561
"33565"	561
"25791"	560
"134841"	559
"102392"	559
"84705"	550
"150127"	550
"7865"	548
"148197"	543
"73725"	542
"132314"	542
"159045"	541
"129003"	541
"9732"	540
"129199"	539
"5819"	537
"91"	532
"41487"	532
"50330"	531
"10231"	530
"130088"	528
"75158"	527
